name	path	exists	passed	details
progress_20260622_goal_protocol_report_refresh	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_064007_goal_protocol_report_refresh.md	True	True	size=5774
progress_20260622_reading_reports_course_refresh	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_065856_reading_reports_course_refresh.md	True	True	size=5603
progress_20260622_isaaclab_rendered_mp4_gate	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_124556_isaaclab_rendered_mp4_gate.md	True	True	size=5705
progress_20260622_isaac_mp4_rtx_migration_package	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_134551_isaac_mp4_rtx_migration_package.md	True	True	size=4978
progress_20260622_official_released_data_mujoco_mp4	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_211000_official_released_data_mujoco_mp4.md	True	True	size=4014
progress_20260622_official_dataset_mujoco_mp4_full_coverage	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_214151_official_dataset_mujoco_mp4_full_coverage.md	True	True	size=5003
progress_20260623_lafan1_paper_contract_mujoco_videos	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260623_065329_lafan1_paper_contract_mujoco_videos.md	True	True	size=6364
lafan1_paper_contract_mujoco_action_control_video_script	/mnt/infini-data/test/BeyondMimic/reproduction/scripts/lafan1_paper_contract_mujoco_action_control_videos.py	True	True	size=42733
lafan1_paper_contract_mujoco_video_suite_summary	/mnt/infini-data/test/BeyondMimic/res/visualization/lafan1_paper_contract_videos/lafan1_paper_contract_video_suite_summary.json	True	True	size=8923; status='ok'; lafan1_paper_contract_all_mp4_exist; lafan1_paper_contract_primary_metrics_exist; lafan1_paper_contract_claim_boundaries; lafan1_paper_contract_expected_video_set; lafan1_reference_replay_vs_pd_control_boundary_recorded
lafan1_old_discontinuous_action_control_failure_audit	/mnt/infini-data/test/BeyondMimic/res/visualization/lafan1_paper_contract_videos/failed_discontinuous_action_control_audit.json	True	True	size=5662; status='failed_discontinuous_action_control_suite_recorded'; six_old_videos_marked_failed; old_non_plus_one_count_positive; old_videos_not_claimed_valid
lafan1_continuous_mujoco_action_control_video_script	/mnt/infini-data/test/BeyondMimic/reproduction/scripts/lafan1_continuous_mujoco_action_control_videos.py	True	True	size=29720
lafan1_continuous_mujoco_video_suite_summary	/mnt/infini-data/test/BeyondMimic/res/visualization/lafan1_continuous_mujoco_action_control_videos/lafan1_continuous_video_suite_summary.json	True	True	size=9227; status='ok'; lafan1_continuous_all_mp4_exist; lafan1_continuous_metrics_exist; lafan1_continuous_time_gate; lafan1_old_discontinuous_suite_marked_failed; lafan1_continuous_expected_video_set; lafan1_continuous_claim_boundaries
official_mp4_dataset_inventory	/mnt/infini-data/test/BeyondMimic/official_mp4/official_dataset_inventory.json	True	True	size=346122; status='ok_official_dataset_inventory'; official_mp4_inventory_classifies_released_dataset; official_mp4_inventory_ros2_mcap_count_21; official_mp4_inventory_claim_boundaries
official_mp4_manifest	/mnt/infini-data/test/BeyondMimic/official_mp4/official_mp4_manifest.json	True	True	size=107242; status='ok_official_mp4_manifest'; official_mp4_manifest_counts; official_mp4_all_source_groups_present; official_mp4_video_probe_and_claim_boundary
progress_20260622_wrist_endpoint_alignment_live_probe	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_072500_wrist_endpoint_alignment_live_probe.md	True	True	size=4144
progress_20260622_wrist_endpoint_source_full_diagnostic	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_075213_wrist_endpoint_source_full_diagnostic.md	True	True	size=4496
progress_20260622_endpoint_threshold_sweep	/mnt/infini-data/test/BeyondMimic/reproduction/docs/progress/20260622_081829_endpoint_threshold_sweep.md	True	True	size=4913
bm_diffusion_env_audit	/mnt/infini-data/test/BeyondMimic/res/setup/bm_diffusion_env_audit/bm_diffusion_env_audit.json	True	True	size=3145; status='ok'; bm_diffusion_prefix_exists; bm_diffusion_lock_files_exist; bm_diffusion_base_scientific_stack; bm_diffusion_torch_cuda_smoke; bm_diffusion_no_false_training_claim; bm_diffusion_keeps_goal_incomplete
takeover_audit	/mnt/infini-data/test/BeyondMimic/res/takeover_audit/takeover_audit.json	True	True	size=43873; status='ok_with_runtime_warnings'; takeover_download_present; takeover_other_backup_present; takeover_workspace_promoted; takeover_old_root_paths_absent; takeover_json_artifacts_readable; takeover_smoke_scripts_compile; takeover_no_training_started
env_import_probe	/mnt/infini-data/test/BeyondMimic/res/setup/env_probe/env_import_probe.json	True	True	size=3913; status='ok_with_runtime_warning'; env_probe_analysis_imports; env_probe_diffusion_cuda_devices_5_6; env_probe_tracking_basic_imports; env_probe_isaaclab_import_restored; env_probe_live_kit_gate_currently_passed; env_probe_no_training_started
vulkan_runtime_probe	/mnt/infini-data/test/BeyondMimic/res/setup/vulkan_runtime_probe/vulkan_runtime_probe.json	True	True	size=5886; status='ok'; vulkan_probe_nvidia_icd_exists; vulkan_probe_libglx_resolves; vulkan_probe_no_kit_training; vulkan_probe_no_gate_pass_claim; vulkan_probe_keeps_goal_incomplete
cuda_p2p_runtime_probe	/mnt/infini-data/test/BeyondMimic/res/setup/cuda_p2p_runtime_probe/cuda_p2p_runtime_probe.json	True	True	size=2562; status='ok'; cuda_p2p_nvidia_smi_ok; cuda_p2p_records_results; cuda_p2p_no_kit_training; cuda_p2p_no_gate_pass_claim; cuda_p2p_keeps_goal_incomplete
isaaclab_gpu_foundation_settings_audit	/mnt/infini-data/test/BeyondMimic/res/setup/isaaclab_gpu_foundation_settings_audit/isaaclab_gpu_foundation_settings_audit.json	True	True	size=3393; status='ok'; gpu_foundation_settings_search_ran; gpu_foundation_settings_egl_icd_effective; gpu_foundation_settings_single_gpu_effective; gpu_foundation_settings_gate_clear_or_warning_recorded; gpu_foundation_settings_p2p_warning_retained; gpu_foundation_settings_keeps_goal_incomplete
isaaclab_live_gate_probe	/mnt/infini-data/test/BeyondMimic/res/setup/isaaclab_live_gate_probe/isaaclab_live_gate_probe.json	True	True	size=74593; status='ok_with_runtime_warning'; isaaclab_live_tracking_python_exists; isaaclab_live_package_import_ok; isaaclab_live_no_training_started; isaaclab_live_no_tracking_completion_claim; isaaclab_live_keeps_goal_incomplete
isaaclab_current_headless_gate	/mnt/infini-data/test/BeyondMimic/res/setup/isaaclab_current_headless_gate/isaaclab_current_headless_gate.json	True	True	size=3318; status='ok'; isaaclab_current_gate_inputs_exist; isaaclab_current_gate_uses_physical_gpu4_without_cuda_visible_devices; isaaclab_current_gate_success_sentinel; isaaclab_current_gate_no_fatal_runtime_error; isaaclab_current_gate_no_training_started; isaaclab_current_gate_keeps_goal_incomplete
tracking_g1_current_task_env_construction_gate	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_current_task_env_construction_gate/tracking_g1_current_task_env_construction_gate.json	True	True	size=6236; status='ok_current_task_env_construction_gate'; tracking_current_task_env_staged_gate_ok; tracking_current_task_env_records_legacy_missing_path; tracking_current_task_env_g1_contract_dimensions; tracking_current_task_env_claim_boundaries; tracking_current_task_env_keeps_goal_incomplete
tracking_official_replay_preflight	/mnt/infini-data/test/BeyondMimic/res/tracking/official_replay_preflight/tracking_official_replay_preflight.json	True	True	size=5064; status='ok'; official_replay_preflight_csv_to_npz; official_replay_preflight_replay_npz; official_replay_preflight_csv_width; official_replay_preflight_live_gate; official_replay_preflight_no_replay_execution; official_replay_preflight_keeps_goal_incomplete
tracking_official_replay_conversion_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/official_replay_conversion/tracking_official_replay_conversion_audit.json	True	True	size=41976; status='ok_with_blocked_conversion'; official_replay_conversion_rsl_rl_import; official_replay_conversion_pip_check; official_replay_conversion_libglu; official_replay_conversion_logs_present; official_replay_conversion_usd_blocker; official_replay_conversion_empty_usd_recorded; official_replay_conversion_no_false_success_claim; official_replay_conversion_keeps_goal_incomplete
tracking_official_replay_npz_entry_diagnostic	/mnt/infini-data/test/BeyondMimic/res/tracking/official_replay_npz_entry_diagnostic/tracking_official_replay_npz_entry_diagnostic_audit.json	True	True	size=4830; status='ok_with_official_replay_npz_entry_blocker'; latest_blocker='official_urdf_converter_layer_save_blocked'; official_replay_npz_entry_script_exists; official_replay_npz_entry_app_launcher; official_replay_npz_entry_save_permission_blocker; official_replay_npz_entry_layer_save_blocker; official_replay_npz_entry_empty_robot_recorded; official_replay_npz_entry_failed_log_retained; official_replay_npz_entry_probe_retained; official_replay_npz_entry_blocked_before_artifact_download; official_replay_npz_entry_no_paper_replay_claim; official_replay_npz_entry_no_training; official_replay_npz_entry_keeps_goal_incomplete
tracking_official_replay_npz_loop_with_enriched_usd	/mnt/infini-data/test/BeyondMimic/res/tracking/official_replay_npz_loop_with_enriched_usd/tracking_official_replay_npz_loop_with_enriched_usd_audit.json	True	True	size=5764; status='ok_official_replay_loop_with_enriched_usd_patch'; official_replay_loop_script_exists; official_replay_loop_app_launcher; official_replay_loop_uses_enriched_usd_patch; official_replay_loop_fake_artifact_download; official_replay_loop_call_299; official_replay_loop_complete_299; official_replay_loop_returned_or_forced_after_success_sentinel; official_replay_loop_no_training; official_replay_loop_no_asset_overclaim; official_replay_loop_no_motion_overclaim; official_replay_loop_no_paper_replay_claim; official_replay_loop_keeps_goal_incomplete
tracking_official_csv_to_npz_loop_with_enriched_usd	/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_with_enriched_usd/tracking_official_csv_to_npz_loop_with_enriched_usd_audit.json	True	True	size=8013; status='ok_official_csv_to_npz_loop_with_enriched_usd_patch'; official_csv_loop_script_exists; official_csv_loop_app_launcher; official_csv_loop_uses_enriched_usd_patch; official_csv_loop_motion_loaded_and_interpolated; official_csv_loop_call_299; official_csv_loop_complete_299; official_csv_loop_project_output_redirect; official_csv_loop_fake_wandb_log; official_csv_loop_motion_npz_written; official_csv_loop_joint_shape; official_csv_loop_body_shape; official_csv_loop_no_unpatched_asset_overclaim; official_csv_loop_no_paper_replay_claim; official_csv_loop_no_training; official_csv_loop_keeps_goal_incomplete
tracking_official_csv_to_npz_loop_full_dataset_with_enriched_usd	/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_enriched_usd/tracking_official_csv_to_npz_loop_full_dataset_with_enriched_usd_audit.json	True	True	size=52980; status='ok_official_csv_to_npz_loop_full_dataset_with_enriched_usd'; official_csv_full_dataset_40_motions; official_csv_full_dataset_all_rows_ok; official_csv_full_dataset_shapes; official_csv_full_dataset_source_scope; official_csv_full_dataset_no_overclaim; official_csv_full_dataset_keeps_goal_incomplete
tracking_official_replay_npz_loop_full_dataset_with_enriched_usd	/mnt/infini-data/test/BeyondMimic/res/tracking/official_replay_npz_loop_full_dataset_with_enriched_usd/tracking_official_replay_npz_loop_full_dataset_with_enriched_usd_audit.json	True	True	size=49952; status='ok_official_replay_npz_loop_full_dataset_with_enriched_usd'; official_replay_full_dataset_40_motions; official_replay_full_dataset_all_rows_ok; official_replay_full_dataset_steps; official_replay_full_dataset_source_scope; official_replay_full_dataset_no_overclaim; official_replay_full_dataset_keeps_goal_incomplete
tracking_g1_official_csv_loop_full_dataset_task_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_csv_loop_full_dataset_task_eval/tracking_g1_official_csv_loop_full_dataset_task_eval.json	True	True	size=48004; status='ok_official_csv_loop_full_dataset_task_eval'; official_csv_task_full_dataset_40_motions; official_csv_task_full_dataset_all_rows_ok; official_csv_task_full_dataset_steps; official_csv_task_full_dataset_obs_action_contract; official_csv_task_full_dataset_reward_termination_robot_contract; official_csv_task_full_dataset_source_scope; official_csv_task_full_dataset_no_overclaim; official_csv_task_full_dataset_keeps_goal_incomplete
tracking_g1_official_importer_export_task_smoke	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_importer_export_task_smoke/tracking_g1_official_importer_export_task_smoke.json	True	True	size=12285; status='ok_official_importer_export_task_smoke'; official_importer_smoke_usd_exists; official_importer_smoke_structure_audit; official_importer_smoke_process_zero; official_importer_smoke_reset; official_importer_smoke_steps; official_importer_smoke_obs_action_contract; official_importer_smoke_task_contract; official_importer_smoke_uses_export_not_enriched_scaffold; official_importer_smoke_no_overclaim; official_importer_smoke_goal_open
tracking_g1_official_importer_export_full_dataset_task_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_importer_export_full_dataset_task_eval/tracking_g1_official_importer_export_full_dataset_task_eval.json	True	True	size=49354; status='ok_official_importer_export_full_dataset_task_eval'; official_importer_full_dataset_40_motions; official_importer_full_dataset_all_rows_ok; official_importer_full_dataset_steps; official_importer_full_dataset_obs_action_contract; official_importer_full_dataset_task_contract; official_importer_full_dataset_uses_export_not_enriched_scaffold; official_importer_full_dataset_source_scope; official_importer_full_dataset_no_overclaim; official_importer_full_dataset_keeps_goal_incomplete
official_importer_export_tracking_eval_summary_assets	/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_tracking_eval_summary/official_importer_export_tracking_eval_summary_assets.json	True	True	size=7465; status='ok_official_importer_export_tracking_eval_summary_assets'; tracking_eval_summary_task_eval_ok; tracking_eval_summary_scaled_ppo_eval_ok; tracking_eval_summary_policy_video_ok; tracking_eval_summary_assets_exist; tracking_eval_summary_no_overclaim
tracking_g1_urdf_import_config_variant_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_import_config_variant_probe/tracking_g1_urdf_import_config_variant_probe.json	True	True	size=5118; status='ok_with_import_config_surface_recorded_and_variants_blocked'; g1_urdf_import_config_method_app_reached; g1_urdf_import_config_methods_recorded; g1_urdf_import_config_no_make_instanceable_setter; g1_urdf_import_config_no_instanceable_usd_path_setter; g1_urdf_import_config_converter_attempted; g1_urdf_import_config_baseline_stage_opened; g1_urdf_import_config_baseline_empty_usd_recorded; g1_urdf_import_config_no_valid_robotish_claim; g1_urdf_import_config_keeps_goal_incomplete
tracking_g1_enriched_usd_replay_preflight_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_enriched_usd_replay_preflight/tracking_g1_enriched_usd_replay_preflight_audit.json	True	True	size=4104; status='ok_resource_adjusted_step_gate_passed_with_explicit_exit'; g1_enriched_replay_preflight_enriched_usd_readback; g1_enriched_replay_preflight_sim_context; g1_enriched_replay_preflight_scene_created; g1_enriched_replay_preflight_robot_contract; g1_enriched_replay_preflight_render_step; g1_enriched_replay_preflight_step_gate; g1_enriched_replay_preflight_exit_boundary_recorded; g1_enriched_replay_preflight_no_official_claim; g1_enriched_replay_preflight_no_paper_rollout_claim; g1_enriched_replay_preflight_keeps_goal_incomplete
tracking_g1_enriched_usd_bounded_replay_metrics_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_enriched_usd_bounded_replay_metrics/tracking_g1_enriched_usd_bounded_replay_metrics_audit.json	True	True	size=5044; status='ok_resource_adjusted_64step_metrics_gate'; g1_enriched_metrics_prior_gate; g1_enriched_metrics_returned_zero; g1_enriched_metrics_step_64; g1_enriched_metrics_file_written; g1_enriched_metrics_joint_count; g1_enriched_metrics_body_count; g1_enriched_metrics_executed_steps; g1_enriched_metrics_joint_error; g1_enriched_metrics_root_error; g1_enriched_metrics_no_official_csv_claim; g1_enriched_metrics_no_paper_rollout_claim; g1_enriched_metrics_keeps_goal_incomplete
tracking_g1_resource_adjusted_task_smoke_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_task_smoke/tracking_g1_resource_adjusted_task_smoke_audit.json	True	True	size=6378; status='ok_resource_adjusted_tracking_task_smoke'; g1_task_smoke_prior_gate; g1_task_smoke_returned_zero; g1_task_smoke_env_created; g1_task_smoke_env_reset; g1_task_smoke_step_8; g1_task_smoke_action_dim; g1_task_smoke_policy_obs; g1_task_smoke_critic_obs; g1_task_smoke_reward_terms; g1_task_smoke_termination_terms; g1_task_smoke_joint_count; g1_task_smoke_body_count; g1_task_smoke_no_official_csv_claim; g1_task_smoke_no_paper_rollout_claim; g1_task_smoke_no_training; g1_task_smoke_keeps_goal_incomplete
tracking_g1_resource_adjusted_multi_fixture_task_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_multi_fixture_eval/tracking_g1_resource_adjusted_multi_fixture_eval_audit.json	True	True	size=23686; status='ok_resource_adjusted_multi_fixture_task_eval'; g1_multi_fixture_prior_task_smoke; g1_multi_fixture_all_processes_zero; g1_multi_fixture_no_stall_timeout; g1_multi_fixture_count; g1_multi_fixture_all_299_step_sentinels; g1_multi_fixture_total_steps; g1_multi_fixture_action_dim; g1_multi_fixture_policy_obs; g1_multi_fixture_critic_obs; g1_multi_fixture_reward_terms; g1_multi_fixture_termination_terms; g1_multi_fixture_joint_count; g1_multi_fixture_body_count; g1_multi_fixture_no_official_csv_claim; g1_multi_fixture_no_paper_rollout_claim; g1_multi_fixture_no_training; g1_multi_fixture_keeps_goal_incomplete
tracking_g1_resource_adjusted_csv_conversion	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_csv_conversion/tracking_g1_resource_adjusted_csv_conversion_audit.json	True	True	size=7718; status='ok_resource_adjusted_csv_conversion'; g1_csv_conversion_prior_full_fixture_gate; g1_csv_conversion_process_zero; g1_csv_conversion_step_299; g1_csv_conversion_input_contract; g1_csv_conversion_output_frames; g1_csv_conversion_robot_contract; g1_csv_conversion_joint_shape; g1_csv_conversion_body_shape; g1_csv_conversion_no_official_csv_claim; g1_csv_conversion_no_paper_rollout_claim; g1_csv_conversion_no_training; g1_csv_conversion_keeps_goal_incomplete
tracking_g1_resource_adjusted_csv_full_replay	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_csv_full_replay/tracking_g1_resource_adjusted_csv_full_replay_audit.json	True	True	size=5670; status='ok_resource_adjusted_csv_full_replay'; g1_csv_full_replay_prior_conversion; g1_csv_full_replay_process_zero; g1_csv_full_replay_step_299; g1_csv_full_replay_full_steps; g1_csv_full_replay_robot_contract; g1_csv_full_replay_joint_shape; g1_csv_full_replay_body_shape; g1_csv_full_replay_error_metrics; g1_csv_full_replay_no_official_csv_claim; g1_csv_full_replay_no_paper_rollout_claim; g1_csv_full_replay_no_training; g1_csv_full_replay_keeps_goal_incomplete
tracking_g1_resource_adjusted_csv_task_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_csv_task_eval/tracking_g1_resource_adjusted_csv_task_eval_audit.json	True	True	size=6462; status='ok_resource_adjusted_csv_task_eval'; g1_csv_task_eval_prior_full_replay; g1_csv_task_eval_process_zero; g1_csv_task_eval_step_299; g1_csv_task_eval_step_count; g1_csv_task_eval_action_dim; g1_csv_task_eval_policy_obs; g1_csv_task_eval_critic_obs; g1_csv_task_eval_reward_terms; g1_csv_task_eval_termination_terms; g1_csv_task_eval_robot_contract; g1_csv_task_eval_official_csv_source; g1_csv_task_eval_no_official_csv_claim; g1_csv_task_eval_no_paper_rollout_claim; g1_csv_task_eval_no_training; g1_csv_task_eval_keeps_goal_incomplete
tracking_g1_resource_adjusted_train_entry_diagnostic	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_train_entry_diagnostic/tracking_g1_resource_adjusted_train_entry_diagnostic_audit.json	True	True	size=6457; status='ok_resource_adjusted_train_entry_diagnostic'; g1_train_entry_prior_csv_task_eval; g1_train_entry_process_zero; g1_train_entry_env_and_vec_wrapper; g1_train_entry_motion_runner; g1_train_entry_learn_completed; g1_train_entry_rl_mode; g1_train_entry_bounded_iteration; g1_train_entry_action_obs_contract; g1_train_entry_robot_contract; g1_train_entry_official_csv_source; g1_train_entry_no_official_csv_claim; g1_train_entry_no_paper_rollout_claim; g1_train_entry_no_formal_training_claim; g1_train_entry_no_checkpoint; g1_train_entry_keeps_goal_incomplete; g1_train_entry_not_formal_gpu_experiment
tracking_g1_resource_adjusted_ppo_training_run	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_ppo_training_run/tracking_g1_resource_adjusted_ppo_training_run.json	True	True	size=7956; status='ok_resource_adjusted_ppo_training_completed'; g1_resource_adjusted_ppo_train_entry_smoke_passed; g1_resource_adjusted_ppo_inputs_exist; g1_resource_adjusted_ppo_selected_gpu_config_recorded; g1_resource_adjusted_ppo_resource_adjusted_training_config; g1_resource_adjusted_ppo_worker_script_retained; g1_resource_adjusted_ppo_training_or_defer_consistent; g1_resource_adjusted_ppo_no_paper_level_claim; g1_resource_adjusted_ppo_keeps_goal_incomplete
tracking_g1_resource_adjusted_ppo_checkpoint_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_ppo_checkpoint_eval/tracking_g1_resource_adjusted_ppo_checkpoint_eval.json	True	True	size=18177; status='ok_resource_adjusted_ppo_checkpoint_eval_completed'; g1_resource_adjusted_ppo_eval_inputs_exist; g1_resource_adjusted_ppo_eval_gpu47_config_recorded; g1_resource_adjusted_ppo_eval_full_available_motion_steps; g1_resource_adjusted_ppo_eval_outputs_exist; g1_resource_adjusted_ppo_eval_checkpoint_loaded_and_rolled_out; g1_resource_adjusted_ppo_eval_no_paper_level_claim; g1_resource_adjusted_ppo_eval_keeps_goal_incomplete
official_csv_loop_ppo_eval_report_assets	/mnt/infini-data/test/BeyondMimic/res/report_assets/official_csv_loop_ppo_checkpoint_eval/official_csv_loop_ppo_checkpoint_eval_assets.json	True	True	size=2429; status='ok'; official_csv_loop_ppo_assets_source_eval_ok; official_csv_loop_ppo_assets_files_exist; official_csv_loop_ppo_assets_no_overclaim; official_csv_loop_ppo_assets_core_metrics_recorded
tracking_g1_official_csv_loop_full_bundle_motion_npz	/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_loop_full_bundle_motion_npz/tracking_g1_official_csv_loop_full_bundle_motion_npz.json	True	True	size=35900; status='ok_official_csv_loop_full_bundle_motion_npz'; full_bundle_motion_shapes_and_rows_ok; full_bundle_motion_count_frames_boundaries_recorded; full_bundle_motion_no_overclaim; full_bundle_motion_keeps_goal_incomplete
tracking_g1_official_csv_loop_full_bundle_fk_repaired_motion_npz	/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_loop_full_bundle_fk_repaired_motion_npz/tracking_g1_official_csv_loop_full_bundle_fk_repaired_motion_npz.json	True	True	size=74066; status='ok_official_csv_loop_full_bundle_fk_repaired_motion_npz'; fk_repaired_full_bundle_shapes_and_rows_ok; fk_repaired_motion_count_frames_boundaries_recorded; fk_repaired_body_positions_non_degenerate; fk_repaired_output_assets_exist; fk_repaired_no_overclaim
tracking_g1_official_csv_loop_full_bundle_fk_repaired_split_motion_npz	/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_loop_full_bundle_fk_repaired_split_motion_npz/tracking_g1_official_csv_loop_full_bundle_fk_repaired_split_motion_npz.json	True	True	size=27155; status='ok_fk_repaired_split_motion_npz'; fk_repaired_split_rows_and_frames_ok; fk_repaired_split_outputs_non_degenerate; fk_repaired_split_outputs_exist; fk_repaired_split_no_overclaim
tracking_g1_official_csv_loop_full_bundle_ppo_training_run	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_csv_loop_full_bundle_ppo_training_run/tracking_g1_official_csv_loop_full_bundle_ppo_training_run.json	True	True	size=9082; status='ok_official_csv_loop_full_bundle_ppo_training_completed'; full_bundle_ppo_training_inputs_ok; full_bundle_ppo_training_gpu47_config_recorded; full_bundle_ppo_training_completed_with_checkpoints; full_bundle_ppo_training_no_paper_overclaim
tracking_g1_official_csv_loop_full_bundle_ppo_checkpoint_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_csv_loop_full_bundle_ppo_checkpoint_eval/tracking_g1_official_csv_loop_full_bundle_ppo_checkpoint_eval.json	True	True	size=19523; status='ok_official_csv_loop_full_bundle_ppo_checkpoint_eval_completed'; full_bundle_ppo_eval_inputs_ok; full_bundle_ppo_eval_outputs_exist; full_bundle_ppo_eval_checkpoint_loaded_and_rolled_out; full_bundle_ppo_eval_no_paper_overclaim
