index	category	command	script_path	script_exists	expected_output_status	smoke_executed	smoke_passed
19	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/artifact_manifest.py	reproduction/scripts/artifact_manifest.py	True	not_mapped	False	not_run
20	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/download_source_integrity_audit.py	reproduction/scripts/download_source_integrity_audit.py	True	not_mapped	False	not_run
21	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/run_log_config_catalog.py	reproduction/scripts/run_log_config_catalog.py	True	not_mapped	False	not_run
22	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/experiment_protocol_audit.py	reproduction/scripts/experiment_protocol_audit.py	True	not_mapped	False	not_run
23	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/readme_audit.py	reproduction/scripts/readme_audit.py	True	not_mapped	False	not_run
24	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/patch_inventory_audit.py	reproduction/scripts/patch_inventory_audit.py	True	not_mapped	False	not_run
25	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/patch_snapshot_audit.py	reproduction/scripts/patch_snapshot_audit.py	True	not_mapped	False	not_run
26	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/final_report_requirement_audit.py	reproduction/scripts/final_report_requirement_audit.py	True	res/final_report/final_report_requirement_audit/final_report_requirement_audit.json:4579	True	True
27	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/final_deliverables_audit.py	reproduction/scripts/final_deliverables_audit.py	True	res/final_deliverables_audit/final_deliverables_audit.json:23857	True	True
28	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/visual_media_inventory_audit.py	reproduction/scripts/visual_media_inventory_audit.py	True	not_mapped	False	not_run
29	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/visual_evidence_index.py	reproduction/scripts/visual_evidence_index.py	True	not_mapped	False	not_run
30	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/verification_command_coverage_audit.py	reproduction/scripts/verification_command_coverage_audit.py	True	not_mapped	False	not_run
31	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/verification_command_syntax_audit.py	reproduction/scripts/verification_command_syntax_audit.py	True	not_mapped	False	not_run
32	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/verification_command_script_manifest.py	reproduction/scripts/verification_command_script_manifest.py	True	not_mapped	False	not_run
33	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/required_artifact_absence_audit.py	reproduction/scripts/required_artifact_absence_audit.py	True	res/required_artifact_absence/required_artifact_absence_audit.json:683981	True	True
34	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/trial_failure_accounting_audit.py	reproduction/scripts/trial_failure_accounting_audit.py	True	not_mapped	False	not_run
35	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/evaluation_metrics_coverage_audit.py	reproduction/scripts/evaluation_metrics_coverage_audit.py	True	res/evaluation_metrics_coverage/evaluation_metrics_coverage_audit.json:28771	True	True
36	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/ablation_coverage_audit.py	reproduction/scripts/ablation_coverage_audit.py	True	res/ablation_coverage/ablation_coverage_audit.json:11921	True	True
37	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/metrics_catalog.py	reproduction/scripts/metrics_catalog.py	True	not_mapped	False	not_run
38	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/released_data_metrics_summary.py	reproduction/scripts/released_data_metrics_summary.py	True	not_mapped	False	not_run
39	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/released_data_statistical_audit.py	reproduction/scripts/released_data_statistical_audit.py	True	not_mapped	False	not_run
40	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/run_level_a_released_data_suite.py	reproduction/scripts/run_level_a_released_data_suite.py	True	not_mapped	False	not_run
41	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/guidance_task_coverage_audit.py	reproduction/scripts/guidance_task_coverage_audit.py	True	not_mapped	False	not_run
42	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/progress_report_audit.py	reproduction/scripts/progress_report_audit.py	True	res/progress_report_audit/progress_report_audit.json:8472	True	True
43	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/completion_matrix_status_audit.py	reproduction/scripts/completion_matrix_status_audit.py	True	not_mapped	False	not_run
44	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/project_boundary_audit.py	reproduction/scripts/project_boundary_audit.py	True	not_mapped	False	not_run
45	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/core_test_coverage_audit.py	reproduction/scripts/core_test_coverage_audit.py	True	not_mapped	False	not_run
46	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/coding_requirements_audit.py	reproduction/scripts/coding_requirements_audit.py	True	not_mapped	False	not_run
47	unit_test	python3 /mnt/infini-data/test/BeyondMimic/reproduction/tests/test_reimpl_package_api.py	reproduction/tests/test_reimpl_package_api.py	True	not_mapped	False	not_run
48	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/run_reimpl_test_suite.py	reproduction/scripts/run_reimpl_test_suite.py	True	not_mapped	False	not_run
49	level_c_heavy_or_model_smoke	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_diffusion_equation_audit.py	reproduction/scripts/level_c_diffusion_equation_audit.py	True	not_mapped	False	not_run
50	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_trajectory_inverse_transform_audit.py	reproduction/scripts/level_c_trajectory_inverse_transform_audit.py	True	not_mapped	False	not_run
51	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_emphasis_projection_audit.py	reproduction/scripts/level_c_emphasis_projection_audit.py	True	not_mapped	False	not_run
52	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_state_representation_source_audit.py	reproduction/scripts/level_c_state_representation_source_audit.py	True	not_mapped	False	not_run
53	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_dataset_collection_protocol_audit.py	reproduction/scripts/level_c_dataset_collection_protocol_audit.py	True	not_mapped	False	not_run
54	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_rollout_rejection_manifest_probe.py	reproduction/scripts/level_c_rollout_rejection_manifest_probe.py	True	not_mapped	False	not_run
55	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/state_latent_schema_audit.py	reproduction/scripts/state_latent_schema_audit.py	True	not_mapped	False	not_run
56	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/dagger_schema_audit.py	reproduction/scripts/dagger_schema_audit.py	True	not_mapped	False	not_run
57	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_dagger_iteration_smoke.py	reproduction/scripts/level_c_dagger_iteration_smoke.py	True	not_mapped	False	not_run
58	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/build_level_c_paper_state_windows.py	reproduction/scripts/build_level_c_paper_state_windows.py	True	not_mapped	False	not_run
59	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_state_latent_dataset_consistency_audit.py	reproduction/scripts/level_c_state_latent_dataset_consistency_audit.py	True	not_mapped	False	not_run
60	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_state_latent_training_dataset_contract_audit.py	reproduction/scripts/level_c_state_latent_training_dataset_contract_audit.py	True	not_mapped	False	not_run
61	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_paper_state_overfit_probe.py	reproduction/scripts/level_c_paper_state_overfit_probe.py	True	not_mapped	False	not_run
62	level_c_heavy_or_model_smoke	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_vae_latent_diffusion_overfit_probe.py	reproduction/scripts/level_c_vae_latent_diffusion_overfit_probe.py	True	not_mapped	False	not_run
63	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_paper_state_heldout_eval.py	reproduction/scripts/level_c_paper_state_heldout_eval.py	True	not_mapped	False	not_run
64	level_c_heavy_or_model_smoke	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_vae_latent_heldout_eval.py	reproduction/scripts/level_c_vae_latent_heldout_eval.py	True	not_mapped	False	not_run
65	lightweight_python_audit	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_paper_state_heldout_multiseed_audit.py	reproduction/scripts/level_c_paper_state_heldout_multiseed_audit.py	True	not_mapped	False	not_run
66	level_c_heavy_or_model_smoke	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_vae_latent_heldout_multiseed_audit.py	reproduction/scripts/level_c_vae_latent_heldout_multiseed_audit.py	True	not_mapped	False	not_run
67	env_specific	BM_LEVEL_C_TORCH_THREADS=2 /mnt/infini-data/test/BeyondMimic/envs/bm_tracking/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_paper_state_transformer_arch_probe.py --device cuda:0 --batch-size 1	reproduction/scripts/level_c_paper_state_transformer_arch_probe.py	True	not_mapped	False	not_run
68	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_tracking/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_vae_latent_transformer_arch_probe.py --device cpu --batch-size 1	reproduction/scripts/level_c_vae_latent_transformer_arch_probe.py	True	not_mapped	False	not_run
69	level_c_heavy_or_model_smoke	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_transformer_parameter_count_audit.py	reproduction/scripts/level_c_transformer_parameter_count_audit.py	True	not_mapped	False	not_run
70	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_tracking/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_transformer_state_dict_manifest.py	reproduction/scripts/level_c_transformer_state_dict_manifest.py	True	not_mapped	False	not_run
71	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_tracking/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_transformer_ema_smoke.py --device cpu --steps 2	reproduction/scripts/level_c_transformer_ema_smoke.py	True	not_mapped	False	not_run
72	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_tracking/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_vae_latent_transformer_ema_smoke.py --device cpu --steps 2	reproduction/scripts/level_c_vae_latent_transformer_ema_smoke.py	True	not_mapped	False	not_run
73	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_tracking/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_diffusion_checkpoint_smoke.py --device cpu	reproduction/scripts/level_c_diffusion_checkpoint_smoke.py	True	not_mapped	False	not_run
74	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_bounded_debug_diffusion_training_run.py --device cpu --steps 3 --batch-size 1 --torch-threads 2	reproduction/scripts/level_c_bounded_debug_diffusion_training_run.py	True	not_mapped	False	not_run
75	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_bounded_debug_diffusion_checkpoint_eval.py --device cpu --torch-threads 2	reproduction/scripts/level_c_bounded_debug_diffusion_checkpoint_eval.py	True	not_mapped	False	not_run
76	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_bounded_debug_diffusion_action_eval.py --device cpu --torch-threads 2	reproduction/scripts/level_c_bounded_debug_diffusion_action_eval.py	True	not_mapped	False	not_run
77	level_c_heavy_or_model_smoke	python3 /mnt/infini-data/test/BeyondMimic/reproduction/scripts/run_level_c_resource_adjusted_tiny_diffusion_suite.py	reproduction/scripts/run_level_c_resource_adjusted_tiny_diffusion_suite.py	True	not_mapped	False	not_run
78	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_training_run.py --device cpu --torch-threads 2 --epochs 180	reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_training_run.py	True	not_mapped	False	not_run
79	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_multiseed_audit.py --device cpu --torch-threads 2 --epochs 80	reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_multiseed_audit.py	True	not_mapped	False	not_run
80	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_checkpoint_eval.py --device cpu --torch-threads 2	reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_checkpoint_eval.py	True	not_mapped	False	not_run
81	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_onnx_export_inference.py	reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_onnx_export_inference.py	True	not_mapped	False	not_run
82	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_latency_audit.py	reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_latency_audit.py	True	not_mapped	False	not_run
83	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_video_preview.py	reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_video_preview.py	True	not_mapped	False	not_run
84	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_teacher_rollout_vae_training.py	reproduction/scripts/level_c_resource_adjusted_teacher_rollout_vae_training.py	True	not_mapped	False	not_run
85	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_teacher_rollout_state_latent_dataset.py	reproduction/scripts/level_c_resource_adjusted_teacher_rollout_state_latent_dataset.py	True	not_mapped	False	not_run
86	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_state_latent_diffusion_training.py	reproduction/scripts/level_c_resource_adjusted_state_latent_diffusion_training.py	True	not_mapped	False	not_run
87	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_state_latent_guidance_eval.py	reproduction/scripts/level_c_resource_adjusted_state_latent_guidance_eval.py	True	not_mapped	False	not_run
88	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/official_importer_export_full_bundle_task_conditioned_guidance_success_boundary.py	reproduction/scripts/official_importer_export_full_bundle_task_conditioned_guidance_success_boundary.py	True	not_mapped	False	not_run
89	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/official_importer_export_scaled_ppo_checkpoint_completion_proxy.py	reproduction/scripts/official_importer_export_scaled_ppo_checkpoint_completion_proxy.py	True	not_mapped	False	not_run
90	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/tracking_g1_official_importer_export_scaled_ppo_checkpoint_sweep.py	reproduction/scripts/tracking_g1_official_importer_export_scaled_ppo_checkpoint_sweep.py	True	not_mapped	False	not_run
91	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/tracking_g1_official_importer_export_scaled_ppo_best_checkpoint_confirmation_eval.py	reproduction/scripts/tracking_g1_official_importer_export_scaled_ppo_best_checkpoint_confirmation_eval.py	True	not_mapped	False	not_run
92	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/official_importer_export_scaled_ppo_reward_termination_diagnostic.py	reproduction/scripts/official_importer_export_scaled_ppo_reward_termination_diagnostic.py	True	not_mapped	False	not_run
93	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/official_importer_export_scaled_ppo_ee_body_pos_termination_source_audit.py	reproduction/scripts/official_importer_export_scaled_ppo_ee_body_pos_termination_source_audit.py	True	not_mapped	False	not_run
94	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/tracking_g1_official_importer_export_scaled_ppo_endpoint_z_error_trace.py	reproduction/scripts/tracking_g1_official_importer_export_scaled_ppo_endpoint_z_error_trace.py	True	not_mapped	False	not_run
95	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/official_importer_export_motion_bundle_body_position_degeneracy_audit.py	reproduction/scripts/official_importer_export_motion_bundle_body_position_degeneracy_audit.py	True	not_mapped	False	not_run
96	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/official_importer_export_fig5_fig6_task_protocol_proxy.py	reproduction/scripts/official_importer_export_fig5_fig6_task_protocol_proxy.py	True	not_mapped	False	not_run
97	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/official_importer_export_scaled_ppo_fig5_fig6_task_protocol_proxy.py	reproduction/scripts/official_importer_export_scaled_ppo_fig5_fig6_task_protocol_proxy.py	True	not_mapped	False	not_run
98	env_specific	/mnt/infini-data/test/BeyondMimic/envs/bm_analysis/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/official_importer_export_scaled_ppo_fig5_fig6_success_fall_collision_proxy.py	reproduction/scripts/official_importer_export_scaled_ppo_fig5_fig6_success_fall_collision_proxy.py	True	not_mapped	False	not_run
99	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_official_importer_export_full_bundle_vae_denoiser_onnx_async_audit.py	reproduction/scripts/level_c_official_importer_export_full_bundle_vae_denoiser_onnx_async_audit.py	True	not_mapped	False	not_run
100	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_official_importer_export_scaled_ppo_vae_denoiser_onnx_async_audit.py	reproduction/scripts/level_c_official_importer_export_scaled_ppo_vae_denoiser_onnx_async_audit.py	True	not_mapped	False	not_run
101	hardware_or_gpu_probe	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/train_lafan1_paper_level_vae_diffusion.py --device cuda:0 --max-motions 40 --max-frames-per-motion 420 --vae-epochs 24 --diffusion-epochs 1000 --diffusion-batch-size 512 --data-parallel	reproduction/scripts/train_lafan1_paper_level_vae_diffusion.py	True	not_mapped	False	not_run
102	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_lafan1_paper_arch_multiseed_audit.py	reproduction/scripts/level_c_lafan1_paper_arch_multiseed_audit.py	True	not_mapped	False	not_run
103	level_c_heavy_or_model_smoke	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_lafan1_paper_arch_symmetry_dataset_audit.py	reproduction/scripts/level_c_lafan1_paper_arch_symmetry_dataset_audit.py	True	not_mapped	False	not_run
104	hardware_or_gpu_probe	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/train_lafan1_paper_level_vae_diffusion.py --device cuda:0 --seed 20260621 --projection-seed 20260617 --run-id level_c_lafan1_paper_arch_symmetry_augmented_static_000_20260617_215500 --output-dir /mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_training --dataset-npz /mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_dataset/lafan1_paper_arch_symmetry_augmented_dataset.npz --dataset-source-label public_lafan1_symmetry_augmented_dataset --max-motions 40 --max-frames-per-motion 420 --vae-epochs 24 --diffusion-epochs 1000 --diffusion-batch-size 512 --data-parallel	reproduction/scripts/train_lafan1_paper_level_vae_diffusion.py	True	not_mapped	False	not_run
105	hardware_or_gpu_probe	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/train_lafan1_paper_level_vae_diffusion.py --device cuda:0 --seed 20260622 --projection-seed 20260617 --run-id level_c_lafan1_paper_arch_symmetry_augmented_seed_20260622_static_000_20260617_215500 --output-dir /mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_training_seed_20260622 --dataset-npz /mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_dataset/lafan1_paper_arch_symmetry_augmented_dataset.npz --dataset-source-label public_lafan1_symmetry_augmented_dataset --max-motions 40 --max-frames-per-motion 420 --vae-epochs 24 --diffusion-epochs 1000 --diffusion-batch-size 512 --data-parallel	reproduction/scripts/train_lafan1_paper_level_vae_diffusion.py	True	not_mapped	False	not_run
